candidate_id,job_id,resume_text,job_text,candidate_skills,required_skills,optional_skills,candidate_years,job_min_years,candidate_education,job_min_education,match_label
C0214,J016,"Candidate Candidate_214 has 5 years of experience. Primary skills include nlp, communication, sql, git. Education level: high_school.","Role BI Engineer requires at least 8 years experience. Required skills: power bi, git, aws, etl. Preferred skills: tableau, streamlit, project management. Minimum education: phd.",nlp;communication;sql;git,power bi;git;aws;etl,tableau;streamlit;project management,5,8,high_school,phd,0
C0038,J004,"Candidate Candidate_38 has 0 years of experience. Primary skills include kubernetes, nlp, statistics, machine learning, docker, aws, streamlit, project management. Education level: phd.","Role Analytics Lead requires at least 4 years experience. Required skills: deep learning, project management, nlp. Preferred skills: aws, git, power bi. Minimum education: master.",kubernetes;nlp;statistics;machine learning;docker;aws;streamlit;project management,deep learning;project management;nlp,aws;git;power bi,0,4,phd,master,0
C0090,J010,"Candidate Candidate_90 has 5 years of experience. Primary skills include leadership, kubernetes, project management, tableau, deep learning. Education level: bachelor.","Role Data Scientist requires at least 6 years experience. Required skills: deep learning, sql, tableau, etl. Preferred skills: spark, docker, aws, power bi. Minimum education: bachelor.",leadership;kubernetes;project management;tableau;deep learning,deep learning;sql;tableau;etl,spark;docker;aws;power bi,5,6,bachelor,bachelor,0
C0054,J001,"Candidate Candidate_54 has 5 years of experience. Primary skills include deep learning, tableau, project management, streamlit, spark, aws, azure, statistics, nlp. Education level: bachelor.","Role AI Product Analyst requires at least 6 years experience. Required skills: project management, docker, deep learning, azure, nlp. Preferred skills: leadership, python. Minimum education: phd.",deep learning;tableau;project management;streamlit;spark;aws;azure;statistics;nlp,project management;docker;deep learning;azure;nlp,leadership;python,5,6,bachelor,phd,0
C0044,J027,"Candidate Candidate_44 has 3 years of experience. Primary skills include streamlit, fastapi, nlp, spark, git, python. Education level: master.","Role NLP Engineer requires at least 3 years experience. Required skills: fastapi, project management, leadership, nlp, communication, streamlit. Preferred skills: deep learning, power bi. Minimum education: phd.",streamlit;fastapi;nlp;spark;git;python,fastapi;project management;leadership;nlp;communication;streamlit,deep learning;power bi,3,3,master,phd,0
C0111,J028,"Candidate Candidate_111 has 0 years of experience. Primary skills include leadership, deep learning, python, docker, aws, nlp, kubernetes. Education level: high_school.","Role AI Product Analyst requires at least 7 years experience. Required skills: aws, python, power bi, tableau, azure. Preferred skills: git, etl. Minimum education: phd.",leadership;deep learning;python;docker;aws;nlp;kubernetes,aws;python;power bi;tableau;azure,git;etl,0,7,high_school,phd,0
C0127,J009,"Candidate Candidate_127 has 2 years of experience. Primary skills include communication, kubernetes, git, streamlit, python. Education level: phd.","Role Backend Engineer requires at least 5 years experience. Required skills: etl, nlp, statistics, project management, deep learning. Preferred skills: docker, communication. Minimum education: master.",communication;kubernetes;git;streamlit;python,etl;nlp;statistics;project management;deep learning,docker;communication,2,5,phd,master,0
C0061,J010,"Candidate Candidate_61 has 3 years of experience. Primary skills include spark, docker, aws, project management. Education level: phd.","Role Data Scientist requires at least 6 years experience. Required skills: deep learning, sql, tableau, etl. Preferred skills: spark, docker, aws, power bi. Minimum education: bachelor.",spark;docker;aws;project management,deep learning;sql;tableau;etl,spark;docker;aws;power bi,3,6,phd,bachelor,0
C0041,J021,"Candidate Candidate_41 has 6 years of experience. Primary skills include power bi, azure, kubernetes, project management, leadership, nlp, spark, python, sql. Education level: phd.","Role Data Analyst requires at least 5 years experience. Required skills: tableau, git, azure, leadership. Preferred skills: statistics, fastapi. Minimum education: master.",power bi;azure;kubernetes;project management;leadership;nlp;spark;python;sql,tableau;git;azure;leadership,statistics;fastapi,6,5,phd,master,0
C0001,J014,"Candidate Candidate_1 has 5 years of experience. Primary skills include deep learning, python, kubernetes, docker, project management, machine learning, statistics, sql, power bi. Education level: high_school.","Role Analytics Lead requires at least 3 years experience. Required skills: fastapi, kubernetes, deep learning, nlp, git, azure. Preferred skills: power bi, statistics. Minimum education: bachelor.",deep learning;python;kubernetes;docker;project management;machine learning;statistics;sql;power bi,fastapi;kubernetes;deep learning;nlp;git;azure,power bi;statistics,5,3,high_school,bachelor,0
C0067,J009,"Candidate Candidate_67 has 4 years of experience. Primary skills include spark, power bi, fastapi, communication, git, python, deep learning. Education level: phd.","Role Backend Engineer requires at least 5 years experience. Required skills: etl, nlp, statistics, project management, deep learning. Preferred skills: docker, communication. Minimum education: master.",spark;power bi;fastapi;communication;git;python;deep learning,etl;nlp;statistics;project management;deep learning,docker;communication,4,5,phd,master,0
C0108,J021,"Candidate Candidate_108 has 4 years of experience. Primary skills include machine learning, power bi, kubernetes, streamlit, deep learning, etl, azure. Education level: high_school.","Role Data Analyst requires at least 5 years experience. Required skills: tableau, git, azure, leadership. Preferred skills: statistics, fastapi. Minimum education: master.",machine learning;power bi;kubernetes;streamlit;deep learning;etl;azure,tableau;git;azure;leadership,statistics;fastapi,4,5,high_school,master,0
C0209,J026,"Candidate Candidate_209 has 5 years of experience. Primary skills include deep learning, statistics, spark, etl, communication, leadership. Education level: phd.","Role BI Engineer requires at least 2 years experience. Required skills: sql, etl, leadership, aws. Preferred skills: tableau, python, git. Minimum education: master.",deep learning;statistics;spark;etl;communication;leadership,sql;etl;leadership;aws,tableau;python;git,5,2,phd,master,0
C0045,J025,"Candidate Candidate_45 has 1 years of experience. Primary skills include sql, statistics, azure, docker, deep learning, aws. Education level: phd.","Role MLOps Engineer requires at least 1 years experience. Required skills: azure, tableau, power bi, streamlit, sql, communication. Preferred skills: docker. Minimum education: bachelor.",sql;statistics;azure;docker;deep learning;aws,azure;tableau;power bi;streamlit;sql;communication,docker,1,1,phd,bachelor,1
C0073,J002,"Candidate Candidate_73 has 4 years of experience. Primary skills include power bi, etl, kubernetes, spark, fastapi, project management. Education level: high_school.","Role AI Product Analyst requires at least 2 years experience. Required skills: fastapi, nlp, machine learning, git, tableau, azure. Preferred skills: leadership, project management, spark. Minimum education: bachelor.",power bi;etl;kubernetes;spark;fastapi;project management,fastapi;nlp;machine learning;git;tableau;azure,leadership;project management;spark,4,2,high_school,bachelor,0
C0138,J016,"Candidate Candidate_138 has 3 years of experience. Primary skills include etl, statistics, deep learning, docker, leadership, python, tableau, kubernetes. Education level: master.","Role BI Engineer requires at least 8 years experience. Required skills: power bi, git, aws, etl. Preferred skills: tableau, streamlit, project management. Minimum education: phd.",etl;statistics;deep learning;docker;leadership;python;tableau;kubernetes,power bi;git;aws;etl,tableau;streamlit;project management,3,8,master,phd,0
C0021,J012,"Candidate Candidate_21 has 7 years of experience. Primary skills include fastapi, azure, tableau, etl, statistics. Education level: phd.","Role BI Engineer requires at least 7 years experience. Required skills: sql, git, tableau, leadership, project management. Preferred skills: fastapi, python, deep learning. Minimum education: bachelor.",fastapi;azure;tableau;etl;statistics,sql;git;tableau;leadership;project management,fastapi;python;deep learning,7,7,phd,bachelor,0
C0156,J017,"Candidate Candidate_156 has 2 years of experience. Primary skills include spark, power bi, kubernetes, statistics, nlp, streamlit. Education level: phd.","Role ML Engineer requires at least 4 years experience. Required skills: python, statistics, power bi, deep learning, spark, tableau. Preferred skills: leadership, kubernetes. Minimum education: phd.",spark;power bi;kubernetes;statistics;nlp;streamlit,python;statistics;power bi;deep learning;spark;tableau,leadership;kubernetes,2,4,phd,phd,0
C0089,J025,"Candidate Candidate_89 has 3 years of experience. Primary skills include azure, power bi, deep learning, aws. Education level: bachelor.","Role MLOps Engineer requires at least 1 years experience. Required skills: azure, tableau, power bi, streamlit, sql, communication. Preferred skills: docker. Minimum education: bachelor.",azure;power bi;deep learning;aws,azure;tableau;power bi;streamlit;sql;communication,docker,3,1,bachelor,bachelor,0
C0088,J013,"Candidate Candidate_88 has 5 years of experience. Primary skills include fastapi, power bi, statistics, communication, kubernetes, nlp, project management. Education level: bachelor.","Role Analytics Lead requires at least 2 years experience. Required skills: etl, statistics, sql, git, fastapi. Preferred skills: azure, tableau. Minimum education: master.",fastapi;power bi;statistics;communication;kubernetes;nlp;project management,etl;statistics;sql;git;fastapi,azure;tableau,5,2,bachelor,master,0
C0087,J008,"Candidate Candidate_87 has 6 years of experience. Primary skills include docker, etl, git, tableau, statistics, fastapi. Education level: master.","Role AI Product Analyst requires at least 6 years experience. Required skills: communication, spark, leadership, git. Preferred skills: power bi, nlp. Minimum education: phd.",docker;etl;git;tableau;statistics;fastapi,communication;spark;leadership;git,power bi;nlp,6,6,master,phd,0
C0155,J020,"Candidate Candidate_155 has 5 years of experience. Primary skills include spark, power bi, communication, etl, git. Education level: high_school.","Role BI Engineer requires at least 5 years experience. Required skills: power bi, aws, communication, git, statistics, project management. Preferred skills: kubernetes, leadership, azure, docker. Minimum education: phd.",spark;power bi;communication;etl;git,power bi;aws;communication;git;statistics;project management,kubernetes;leadership;azure;docker,5,5,high_school,phd,0
C0096,J027,"Candidate Candidate_96 has 1 years of experience. Primary skills include docker, deep learning, fastapi, spark. Education level: bachelor.","Role NLP Engineer requires at least 3 years experience. Required skills: fastapi, project management, leadership, nlp, communication, streamlit. Preferred skills: deep learning, power bi. Minimum education: phd.",docker;deep learning;fastapi;spark,fastapi;project management;leadership;nlp;communication;streamlit,deep learning;power bi,1,3,bachelor,phd,0
C0206,J019,"Candidate Candidate_206 has 2 years of experience. Primary skills include leadership, aws, nlp, machine learning, communication, python, fastapi, deep learning, git. Education level: bachelor.","Role NLP Engineer requires at least 6 years experience. Required skills: azure, spark, project management, leadership, sql, statistics. Preferred skills: . Minimum education: phd.",leadership;aws;nlp;machine learning;communication;python;fastapi;deep learning;git,azure;spark;project management;leadership;sql;statistics,,2,6,bachelor,phd,0
C0146,J012,"Candidate Candidate_146 has 6 years of experience. Primary skills include azure, streamlit, git, docker, power bi, etl, machine learning, communication. Education level: high_school.","Role BI Engineer requires at least 7 years experience. Required skills: sql, git, tableau, leadership, project management. Preferred skills: fastapi, python, deep learning. Minimum education: bachelor.",azure;streamlit;git;docker;power bi;etl;machine learning;communication,sql;git;tableau;leadership;project management,fastapi;python;deep learning,6,7,high_school,bachelor,0
C0132,J020,"Candidate Candidate_132 has 4 years of experience. Primary skills include statistics, docker, azure, kubernetes, nlp, power bi, sql, communication. Education level: high_school.","Role BI Engineer requires at least 5 years experience. Required skills: power bi, aws, communication, git, statistics, project management. Preferred skills: kubernetes, leadership, azure, docker. Minimum education: phd.",statistics;docker;azure;kubernetes;nlp;power bi;sql;communication,power bi;aws;communication;git;statistics;project management,kubernetes;leadership;azure;docker,4,5,high_school,phd,1
C0127,J010,"Candidate Candidate_127 has 2 years of experience. Primary skills include communication, kubernetes, git, streamlit, python. Education level: phd.","Role Data Scientist requires at least 6 years experience. Required skills: deep learning, sql, tableau, etl. Preferred skills: spark, docker, aws, power bi. Minimum education: bachelor.",communication;kubernetes;git;streamlit;python,deep learning;sql;tableau;etl,spark;docker;aws;power bi,2,6,phd,bachelor,0
C0177,J028,"Candidate Candidate_177 has 4 years of experience. Primary skills include tableau, kubernetes, sql, statistics, machine learning, nlp, docker, spark, python. Education level: high_school.","Role AI Product Analyst requires at least 7 years experience. Required skills: aws, python, power bi, tableau, azure. Preferred skills: git, etl. Minimum education: phd.",tableau;kubernetes;sql;statistics;machine learning;nlp;docker;spark;python,aws;python;power bi;tableau;azure,git;etl,4,7,high_school,phd,0
C0037,J015,"Candidate Candidate_37 has 4 years of experience. Primary skills include power bi, machine learning, python, communication, deep learning, sql, kubernetes. Education level: bachelor.","Role Analytics Lead requires at least 3 years experience. Required skills: project management, sql, streamlit, fastapi, nlp, statistics. Preferred skills: leadership, communication. Minimum education: phd.",power bi;machine learning;python;communication;deep learning;sql;kubernetes,project management;sql;streamlit;fastapi;nlp;statistics,leadership;communication,4,3,bachelor,phd,0
C0085,J007,"Candidate Candidate_85 has 2 years of experience. Primary skills include kubernetes, fastapi, python, project management, azure, sql, deep learning, statistics. Education level: phd.","Role ML Engineer requires at least 8 years experience. Required skills: git, python, leadership, tableau, project management, docker. Preferred skills: etl. Minimum education: bachelor.",kubernetes;fastapi;python;project management;azure;sql;deep learning;statistics,git;python;leadership;tableau;project management;docker,etl,2,8,phd,bachelor,0
C0212,J024,"Candidate Candidate_212 has 6 years of experience. Primary skills include communication, spark, aws, git, statistics, docker. Education level: high_school.","Role NLP Engineer requires at least 3 years experience. Required skills: deep learning, spark, power bi. Preferred skills: leadership, nlp, python. Minimum education: master.",communication;spark;aws;git;statistics;docker,deep learning;spark;power bi,leadership;nlp;python,6,3,high_school,master,0
C0057,J023,"Candidate Candidate_57 has 2 years of experience. Primary skills include azure, project management, leadership, aws, machine learning, nlp, kubernetes, power bi, etl. Education level: master.","Role Backend Engineer requires at least 4 years experience. Required skills: fastapi, kubernetes, nlp, deep learning, docker. Preferred skills: sql, project management. Minimum education: phd.",azure;project management;leadership;aws;machine learning;nlp;kubernetes;power bi;etl,fastapi;kubernetes;nlp;deep learning;docker,sql;project management,2,4,master,phd,0
C0185,J008,"Candidate Candidate_185 has 4 years of experience. Primary skills include project management, machine learning, spark, git, statistics. Education level: high_school.","Role AI Product Analyst requires at least 6 years experience. Required skills: communication, spark, leadership, git. Preferred skills: power bi, nlp. Minimum education: phd.",project management;machine learning;spark;git;statistics,communication;spark;leadership;git,power bi;nlp,4,6,high_school,phd,0
C0154,J012,"Candidate Candidate_154 has 5 years of experience. Primary skills include deep learning, fastapi, azure, spark. Education level: phd.","Role BI Engineer requires at least 7 years experience. Required skills: sql, git, tableau, leadership, project management. Preferred skills: fastapi, python, deep learning. Minimum education: bachelor.",deep learning;fastapi;azure;spark,sql;git;tableau;leadership;project management,fastapi;python;deep learning,5,7,phd,bachelor,0
C0154,J012,"Candidate Candidate_154 has 5 years of experience. Primary skills include deep learning, fastapi, azure, spark. Education level: phd.","Role BI Engineer requires at least 7 years experience. Required skills: sql, git, tableau, leadership, project management. Preferred skills: fastapi, python, deep learning. Minimum education: bachelor.",deep learning;fastapi;azure;spark,sql;git;tableau;leadership;project management,fastapi;python;deep learning,5,7,phd,bachelor,0
C0003,J021,"Candidate Candidate_3 has 5 years of experience. Primary skills include azure, fastapi, spark, docker, communication, tableau, nlp, etl. Education level: high_school.","Role Data Analyst requires at least 5 years experience. Required skills: tableau, git, azure, leadership. Preferred skills: statistics, fastapi. Minimum education: master.",azure;fastapi;spark;docker;communication;tableau;nlp;etl,tableau;git;azure;leadership,statistics;fastapi,5,5,high_school,master,0
C0024,J027,"Candidate Candidate_24 has 1 years of experience. Primary skills include docker, kubernetes, leadership, azure, nlp, statistics, tableau, spark. Education level: phd.","Role NLP Engineer requires at least 3 years experience. Required skills: fastapi, project management, leadership, nlp, communication, streamlit. Preferred skills: deep learning, power bi. Minimum education: phd.",docker;kubernetes;leadership;azure;nlp;statistics;tableau;spark,fastapi;project management;leadership;nlp;communication;streamlit,deep learning;power bi,1,3,phd,phd,0
C0132,J017,"Candidate Candidate_132 has 4 years of experience. Primary skills include statistics, docker, azure, kubernetes, nlp, power bi, sql, communication. Education level: high_school.","Role ML Engineer requires at least 4 years experience. Required skills: python, statistics, power bi, deep learning, spark, tableau. Preferred skills: leadership, kubernetes. Minimum education: phd.",statistics;docker;azure;kubernetes;nlp;power bi;sql;communication,python;statistics;power bi;deep learning;spark;tableau,leadership;kubernetes,4,4,high_school,phd,0
C0151,J010,"Candidate Candidate_151 has 5 years of experience. Primary skills include project management, tableau, communication, python, sql, docker, spark, azure, etl. Education level: high_school.","Role Data Scientist requires at least 6 years experience. Required skills: deep learning, sql, tableau, etl. Preferred skills: spark, docker, aws, power bi. Minimum education: bachelor.",project management;tableau;communication;python;sql;docker;spark;azure;etl,deep learning;sql;tableau;etl,spark;docker;aws;power bi,5,6,high_school,bachelor,1
C0021,J018,"Candidate Candidate_21 has 7 years of experience. Primary skills include fastapi, azure, tableau, etl, statistics. Education level: phd.","Role Data Scientist requires at least 6 years experience. Required skills: aws, project management, etl, nlp, docker, python. Preferred skills: deep learning, azure, communication. Minimum education: master.",fastapi;azure;tableau;etl;statistics,aws;project management;etl;nlp;docker;python,deep learning;azure;communication,7,6,phd,master,0
C0091,J006,"Candidate Candidate_91 has 4 years of experience. Primary skills include docker, statistics, aws, tableau, python, streamlit. Education level: bachelor.","Role Backend Engineer requires at least 5 years experience. Required skills: git, power bi, sql, python. Preferred skills: streamlit. Minimum education: phd.",docker;statistics;aws;tableau;python;streamlit,git;power bi;sql;python,streamlit,4,5,bachelor,phd,0
C0181,J005,"Candidate Candidate_181 has 5 years of experience. Primary skills include project management, git, aws, statistics, streamlit, communication, nlp. Education level: phd.","Role Data Scientist requires at least 3 years experience. Required skills: machine learning, kubernetes, azure, streamlit, nlp. Preferred skills: tableau, fastapi, project management. Minimum education: phd.",project management;git;aws;statistics;streamlit;communication;nlp,machine learning;kubernetes;azure;streamlit;nlp,tableau;fastapi;project management,5,3,phd,phd,0
C0165,J004,"Candidate Candidate_165 has 6 years of experience. Primary skills include machine learning, kubernetes, communication, spark, leadership, tableau, docker, azure, nlp. Education level: bachelor.","Role Analytics Lead requires at least 4 years experience. Required skills: deep learning, project management, nlp. Preferred skills: aws, git, power bi. Minimum education: master.",machine learning;kubernetes;communication;spark;leadership;tableau;docker;azure;nlp,deep learning;project management;nlp,aws;git;power bi,6,4,bachelor,master,0
C0218,J027,"Candidate Candidate_218 has 3 years of experience. Primary skills include kubernetes, communication, azure, tableau, leadership, deep learning. Education level: high_school.","Role NLP Engineer requires at least 3 years experience. Required skills: fastapi, project management, leadership, nlp, communication, streamlit. Preferred skills: deep learning, power bi. Minimum education: phd.",kubernetes;communication;azure;tableau;leadership;deep learning,fastapi;project management;leadership;nlp;communication;streamlit,deep learning;power bi,3,3,high_school,phd,0
C0024,J027,"Candidate Candidate_24 has 1 years of experience. Primary skills include docker, kubernetes, leadership, azure, nlp, statistics, tableau, spark. Education level: phd.","Role NLP Engineer requires at least 3 years experience. Required skills: fastapi, project management, leadership, nlp, communication, streamlit. Preferred skills: deep learning, power bi. Minimum education: phd.",docker;kubernetes;leadership;azure;nlp;statistics;tableau;spark,fastapi;project management;leadership;nlp;communication;streamlit,deep learning;power bi,1,3,phd,phd,0
C0199,J011,"Candidate Candidate_199 has 4 years of experience. Primary skills include tableau, docker, git, deep learning. Education level: high_school.","Role Backend Engineer requires at least 8 years experience. Required skills: project management, communication, leadership, tableau, fastapi, python. Preferred skills: etl. Minimum education: bachelor.",tableau;docker;git;deep learning,project management;communication;leadership;tableau;fastapi;python,etl,4,8,high_school,bachelor,0
C0053,J024,"Candidate Candidate_53 has 3 years of experience. Primary skills include spark, python, project management, azure, statistics, fastapi, sql, power bi, aws. Education level: master.","Role NLP Engineer requires at least 3 years experience. Required skills: deep learning, spark, power bi. Preferred skills: leadership, nlp, python. Minimum education: master.",spark;python;project management;azure;statistics;fastapi;sql;power bi;aws,deep learning;spark;power bi,leadership;nlp;python,3,3,master,master,1
C0173,J006,"Candidate Candidate_173 has 4 years of experience. Primary skills include tableau, power bi, docker, streamlit, aws, sql, kubernetes. Education level: high_school.","Role Backend Engineer requires at least 5 years experience. Required skills: git, power bi, sql, python. Preferred skills: streamlit. Minimum education: phd.",tableau;power bi;docker;streamlit;aws;sql;kubernetes,git;power bi;sql;python,streamlit,4,5,high_school,phd,1
C0193,J028,"Candidate Candidate_193 has 4 years of experience. Primary skills include machine learning, aws, kubernetes, communication, nlp, spark. Education level: phd.","Role AI Product Analyst requires at least 7 years experience. Required skills: aws, python, power bi, tableau, azure. Preferred skills: git, etl. Minimum education: phd.",machine learning;aws;kubernetes;communication;nlp;spark,aws;python;power bi;tableau;azure,git;etl,4,7,phd,phd,0
C0073,J015,"Candidate Candidate_73 has 4 years of experience. Primary skills include power bi, etl, kubernetes, spark, fastapi, project management. Education level: high_school.","Role Analytics Lead requires at least 3 years experience. Required skills: project management, sql, streamlit, fastapi, nlp, statistics. Preferred skills: leadership, communication. Minimum education: phd.",power bi;etl;kubernetes;spark;fastapi;project management,project management;sql;streamlit;fastapi;nlp;statistics,leadership;communication,4,3,high_school,phd,0
C0111,J020,"Candidate Candidate_111 has 0 years of experience. Primary skills include leadership, deep learning, python, docker, aws, nlp, kubernetes. Education level: high_school.","Role BI Engineer requires at least 5 years experience. Required skills: power bi, aws, communication, git, statistics, project management. Preferred skills: kubernetes, leadership, azure, docker. Minimum education: phd.",leadership;deep learning;python;docker;aws;nlp;kubernetes,power bi;aws;communication;git;statistics;project management,kubernetes;leadership;azure;docker,0,5,high_school,phd,0
C0097,J019,"Candidate Candidate_97 has 5 years of experience. Primary skills include etl, communication, streamlit, tableau, spark, nlp, project management, leadership. Education level: high_school.","Role NLP Engineer requires at least 6 years experience. Required skills: azure, spark, project management, leadership, sql, statistics. Preferred skills: . Minimum education: phd.",etl;communication;streamlit;tableau;spark;nlp;project management;leadership,azure;spark;project management;leadership;sql;statistics,,5,6,high_school,phd,0
C0155,J018,"Candidate Candidate_155 has 5 years of experience. Primary skills include spark, power bi, communication, etl, git. Education level: high_school.","Role Data Scientist requires at least 6 years experience. Required skills: aws, project management, etl, nlp, docker, python. Preferred skills: deep learning, azure, communication. Minimum education: master.",spark;power bi;communication;etl;git,aws;project management;etl;nlp;docker;python,deep learning;azure;communication,5,6,high_school,master,0
C0111,J011,"Candidate Candidate_111 has 0 years of experience. Primary skills include leadership, deep learning, python, docker, aws, nlp, kubernetes. Education level: high_school.","Role Backend Engineer requires at least 8 years experience. Required skills: project management, communication, leadership, tableau, fastapi, python. Preferred skills: etl. Minimum education: bachelor.",leadership;deep learning;python;docker;aws;nlp;kubernetes,project management;communication;leadership;tableau;fastapi;python,etl,0,8,high_school,bachelor,0
C0008,J003,"Candidate Candidate_8 has 6 years of experience. Primary skills include kubernetes, communication, statistics, aws, fastapi, project management, deep learning. Education level: master.","Role Analytics Lead requires at least 3 years experience. Required skills: communication, git, project management. Preferred skills: nlp, fastapi, aws. Minimum education: master.",kubernetes;communication;statistics;aws;fastapi;project management;deep learning,communication;git;project management,nlp;fastapi;aws,6,3,master,master,1
C0179,J004,"Candidate Candidate_179 has 3 years of experience. Primary skills include streamlit, azure, power bi, leadership, nlp, python, docker. Education level: high_school.","Role Analytics Lead requires at least 4 years experience. Required skills: deep learning, project management, nlp. Preferred skills: aws, git, power bi. Minimum education: master.",streamlit;azure;power bi;leadership;nlp;python;docker,deep learning;project management;nlp,aws;git;power bi,3,4,high_school,master,0
C0066,J023,"Candidate Candidate_66 has 7 years of experience. Primary skills include nlp, docker, etl, git, azure. Education level: high_school.","Role Backend Engineer requires at least 4 years experience. Required skills: fastapi, kubernetes, nlp, deep learning, docker. Preferred skills: sql, project management. Minimum education: phd.",nlp;docker;etl;git;azure,fastapi;kubernetes;nlp;deep learning;docker,sql;project management,7,4,high_school,phd,0
C0189,J023,"Candidate Candidate_189 has 2 years of experience. Primary skills include communication, sql, spark, statistics, docker, leadership, tableau, nlp, project management. Education level: phd.","Role Backend Engineer requires at least 4 years experience. Required skills: fastapi, kubernetes, nlp, deep learning, docker. Preferred skills: sql, project management. Minimum education: phd.",communication;sql;spark;statistics;docker;leadership;tableau;nlp;project management,fastapi;kubernetes;nlp;deep learning;docker,sql;project management,2,4,phd,phd,0
C0087,J011,"Candidate Candidate_87 has 6 years of experience. Primary skills include docker, etl, git, tableau, statistics, fastapi. Education level: master.","Role Backend Engineer requires at least 8 years experience. Required skills: project management, communication, leadership, tableau, fastapi, python. Preferred skills: etl. Minimum education: bachelor.",docker;etl;git;tableau;statistics;fastapi,project management;communication;leadership;tableau;fastapi;python,etl,6,8,master,bachelor,0
C0029,J016,"Candidate Candidate_29 has 3 years of experience. Primary skills include docker, aws, spark, leadership. Education level: phd.","Role BI Engineer requires at least 8 years experience. Required skills: power bi, git, aws, etl. Preferred skills: tableau, streamlit, project management. Minimum education: phd.",docker;aws;spark;leadership,power bi;git;aws;etl,tableau;streamlit;project management,3,8,phd,phd,0
C0129,J018,"Candidate Candidate_129 has 4 years of experience. Primary skills include spark, kubernetes, communication, tableau, azure, leadership, git, docker, sql. Education level: bachelor.","Role Data Scientist requires at least 6 years experience. Required skills: aws, project management, etl, nlp, docker, python. Preferred skills: deep learning, azure, communication. Minimum education: master.",spark;kubernetes;communication;tableau;azure;leadership;git;docker;sql,aws;project management;etl;nlp;docker;python,deep learning;azure;communication,4,6,bachelor,master,0
C0139,J020,"Candidate Candidate_139 has 6 years of experience. Primary skills include docker, machine learning, communication, tableau, spark, sql, streamlit, python. Education level: high_school.","Role BI Engineer requires at least 5 years experience. Required skills: power bi, aws, communication, git, statistics, project management. Preferred skills: kubernetes, leadership, azure, docker. Minimum education: phd.",docker;machine learning;communication;tableau;spark;sql;streamlit;python,power bi;aws;communication;git;statistics;project management,kubernetes;leadership;azure;docker,6,5,high_school,phd,0
C0158,J006,"Candidate Candidate_158 has 5 years of experience. Primary skills include statistics, nlp, fastapi, sql, power bi, leadership, project management, azure, aws. Education level: phd.","Role Backend Engineer requires at least 5 years experience. Required skills: git, power bi, sql, python. Preferred skills: streamlit. Minimum education: phd.",statistics;nlp;fastapi;sql;power bi;leadership;project management;azure;aws,git;power bi;sql;python,streamlit,5,5,phd,phd,0
C0166,J019,"Candidate Candidate_166 has 5 years of experience. Primary skills include deep learning, statistics, spark, git, tableau, power bi, communication, leadership. Education level: phd.","Role NLP Engineer requires at least 6 years experience. Required skills: azure, spark, project management, leadership, sql, statistics. Preferred skills: . Minimum education: phd.",deep learning;statistics;spark;git;tableau;power bi;communication;leadership,azure;spark;project management;leadership;sql;statistics,,5,6,phd,phd,0
C0033,J027,"Candidate Candidate_33 has 4 years of experience. Primary skills include streamlit, leadership, project management, fastapi. Education level: bachelor.","Role NLP Engineer requires at least 3 years experience. Required skills: fastapi, project management, leadership, nlp, communication, streamlit. Preferred skills: deep learning, power bi. Minimum education: phd.",streamlit;leadership;project management;fastapi,fastapi;project management;leadership;nlp;communication;streamlit,deep learning;power bi,4,3,bachelor,phd,1
C0153,J011,"Candidate Candidate_153 has 3 years of experience. Primary skills include streamlit, fastapi, power bi, etl, tableau, docker, kubernetes, leadership. Education level: phd.","Role Backend Engineer requires at least 8 years experience. Required skills: project management, communication, leadership, tableau, fastapi, python. Preferred skills: etl. Minimum education: bachelor.",streamlit;fastapi;power bi;etl;tableau;docker;kubernetes;leadership,project management;communication;leadership;tableau;fastapi;python,etl,3,8,phd,bachelor,0
C0171,J004,"Candidate Candidate_171 has 2 years of experience. Primary skills include etl, spark, tableau, deep learning, git, python, aws, machine learning. Education level: phd.","Role Analytics Lead requires at least 4 years experience. Required skills: deep learning, project management, nlp. Preferred skills: aws, git, power bi. Minimum education: master.",etl;spark;tableau;deep learning;git;python;aws;machine learning,deep learning;project management;nlp,aws;git;power bi,2,4,phd,master,0
C0034,J023,"Candidate Candidate_34 has 2 years of experience. Primary skills include project management, machine learning, aws, streamlit. Education level: high_school.","Role Backend Engineer requires at least 4 years experience. Required skills: fastapi, kubernetes, nlp, deep learning, docker. Preferred skills: sql, project management. Minimum education: phd.",project management;machine learning;aws;streamlit,fastapi;kubernetes;nlp;deep learning;docker,sql;project management,2,4,high_school,phd,0
C0183,J019,"Candidate Candidate_183 has 2 years of experience. Primary skills include kubernetes, nlp, power bi, machine learning, streamlit, communication. Education level: master.","Role NLP Engineer requires at least 6 years experience. Required skills: azure, spark, project management, leadership, sql, statistics. Preferred skills: . Minimum education: phd.",kubernetes;nlp;power bi;machine learning;streamlit;communication,azure;spark;project management;leadership;sql;statistics,,2,6,master,phd,0
